supplier_name,supplier_sku,supplier_product_name,target,host_species,reactivity,application,clone,conjugate,size,size_unit,price_usd,currency,availability_status,lead_time_days,datasheet_id,ruo_flag,description
CytoNova,CN-41162,HeLa Cell Lysate,,,Human,WB,,,100,ug,111.17,USD,Discontinued,0,GEN-41276,Y,Whole cell lysate from HeLa line
LabVeritas,LV-71992,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,183.89,USD,In Stock,5,GEN-48740,Y,Colorimetric protein quantification kit
CytoNova,CN-83439,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,167.97,USD,In Stock,8,GEN-93108,Y,Carrier free recombinant human IL-2
BioAxis,BA-33388,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,631.21,USD,In Stock,2,GEN-91109,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-20581,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,242.63,USD,In Stock,3,GEN-79986,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-66788,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,481.83,USD,Backorder,21,GEN-88587,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-96268,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,261.87,USD,Low Stock,9,GEN-14021,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-35701,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,160.68,USD,In Stock,8,GEN-37149,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-63723,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,339.85,USD,In Stock,4,GEN-10418,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-37090,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,166.01,USD,In Stock,5,GEN-30789,Y,Colorimetric protein quantification kit
LabVeritas,LV-83897,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,183.47,USD,In Stock,5,GEN-93368,Y,Colorimetric protein quantification kit
BioAxis,BA-65235,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,822.85,USD,In Stock,2,GEN-40827,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-27529,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,623.80,USD,Backorder,21,GEN-52199,N,Diagnostic use labeling under evaluation
LabVeritas,LV-35593,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,183.30,USD,In Stock,3,GEN-51648,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-90318,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,269.14,USD,In Stock,4,GEN-75304,Y,Flow cytometry reagent for whole blood
BioAxis,BA-49617,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,803.34,USD,In Stock,2,GEN-51917,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-80620,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,410.01,USD,In Stock,5,GEN-88384,Y,Validated for flow cytometry on human PBMC samples
ImmunoPeak,IP-85110,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,386.52,USD,In Stock,4,GEN-36662,Y,Flow cytometry reagent for whole blood
BioAxis,BA-46100,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,540.32,USD,In Stock,6,GEN-14282,Y,PE conjugated variant for human samples
ImmunoPeak,IP-75472,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,273.18,USD,Low Stock,9,GEN-25036,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-80713,HeLa Cell Lysate,,,Human,WB,,,100,ug,130.63,USD,Discontinued,0,GEN-94395,Y,Whole cell lysate from HeLa line
LabVeritas,LV-84888,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,199.97,USD,In Stock,3,GEN-10417,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-97966,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,214.13,USD,In Stock,3,GEN-91246,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-74356,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,227.40,USD,In Stock,3,GEN-64643,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-49465,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,128.68,USD,In Stock,8,GEN-99052,Y,Carrier free recombinant human IL-2
CytoNova,CN-69947,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,603.54,USD,Backorder,21,GEN-69444,N,Diagnostic use labeling under evaluation
CytoNova,CN-27080,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,497.09,USD,In Stock,12,GEN-60236,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-28938,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,119.56,USD,In Stock,8,GEN-12474,Y,Carrier free recombinant human IL-2
LabVeritas,LV-19382,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,173.35,USD,In Stock,3,GEN-46625,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-45436,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,331.20,USD,In Stock,4,GEN-56398,Y,Flow cytometry reagent for whole blood
BioAxis,BA-26643,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,371.42,USD,In Stock,5,GEN-52620,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-65428,HeLa Cell Lysate,,,Human,WB,,,100,ug,127.46,USD,Discontinued,0,GEN-30516,Y,Whole cell lysate from HeLa line
LabVeritas,LV-80024,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,239.19,USD,In Stock,3,GEN-26988,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-38607,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1979.64,USD,In Stock,7,GEN-63275,Y,"Same clone, larger pack size"
LabVeritas,LV-23816,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,220.39,USD,In Stock,5,GEN-22310,Y,Colorimetric protein quantification kit
BioAxis,BA-37533,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,408.65,USD,In Stock,6,GEN-33475,Y,PE conjugated variant for human samples
BioAxis,BA-69375,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,827.09,USD,In Stock,2,GEN-54990,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-16503,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,527.95,USD,In Stock,6,GEN-84277,Y,PE conjugated variant for human samples
LabVeritas,LV-28177,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,237.58,USD,In Stock,3,GEN-21225,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-70909,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,389.62,USD,In Stock,6,GEN-69855,Y,PE conjugated variant for human samples
CytoNova,CN-72166,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,148.95,USD,In Stock,8,GEN-81977,Y,Carrier free recombinant human IL-2
BioAxis,BA-38097,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,786.78,USD,In Stock,2,GEN-71198,Y,"Healthy donor PBMC, cryopreserved"
LabVeritas,LV-15121,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,171.53,USD,In Stock,3,GEN-29752,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-64592,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,332.82,USD,Low Stock,9,GEN-33230,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-95491,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,245.77,USD,In Stock,3,GEN-28634,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-56570,HeLa Cell Lysate,,,Human,WB,,,100,ug,137.02,USD,Discontinued,0,GEN-21890,Y,Whole cell lysate from HeLa line
CytoNova,CN-96623,HeLa Cell Lysate,,,Human,WB,,,100,ug,124.79,USD,Discontinued,0,GEN-21289,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-68422,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,391.59,USD,In Stock,4,GEN-80409,Y,Flow cytometry reagent for whole blood
LabVeritas,LV-67798,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,153.10,USD,In Stock,5,GEN-11640,Y,Colorimetric protein quantification kit
BioAxis,BA-92822,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,765.55,USD,In Stock,2,GEN-40207,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-79173,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,462.47,USD,Backorder,21,GEN-56638,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-59990,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,380.76,USD,In Stock,4,GEN-45518,Y,Flow cytometry reagent for whole blood
BioAxis,GEN-96681,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,2151.25,USD,In Stock,7,GEN-15749,Y,"Same clone, larger pack size"
BioAxis,GEN-42276,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1751.11,USD,In Stock,7,GEN-81847,Y,"Same clone, larger pack size"
ImmunoPeak,IP-54071,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,345.99,USD,In Stock,4,GEN-16063,Y,Flow cytometry reagent for whole blood
CytoNova,CN-94698,HeLa Cell Lysate,,,Human,WB,,,100,ug,144.48,USD,Discontinued,0,GEN-92749,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-43739,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,275.66,USD,Low Stock,9,GEN-12863,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-10456,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,219.63,USD,In Stock,3,GEN-33858,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-24205,HeLa Cell Lysate,,,Human,WB,,,100,ug,116.74,USD,Discontinued,0,GEN-36790,Y,Whole cell lysate from HeLa line
CytoNova,CN-45974,HeLa Cell Lysate,,,Human,WB,,,100,ug,144.40,USD,Discontinued,0,GEN-98065,Y,Whole cell lysate from HeLa line
LabVeritas,LV-99566,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,205.16,USD,In Stock,5,GEN-27719,Y,Colorimetric protein quantification kit
CytoNova,CN-73386,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,422.50,USD,In Stock,12,GEN-47979,Y,Sandwich ELISA for serum and plasma
ImmunoPeak,IP-51685,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,287.13,USD,In Stock,4,GEN-86777,Y,Flow cytometry reagent for whole blood
BioAxis,BA-29919,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,537.22,USD,In Stock,6,GEN-58901,Y,PE conjugated variant for human samples
ImmunoPeak,IP-23386,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,387.36,USD,In Stock,4,GEN-90598,Y,Flow cytometry reagent for whole blood
BioAxis,BA-47426,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,391.12,USD,In Stock,6,GEN-10337,Y,PE conjugated variant for human samples
CytoNova,CN-88991,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,478.66,USD,In Stock,12,GEN-22802,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-88393,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,225.93,USD,In Stock,5,GEN-21571,Y,Colorimetric protein quantification kit
LabVeritas,LV-75461,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,205.87,USD,In Stock,3,GEN-62815,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-15185,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,201.50,USD,In Stock,5,GEN-41640,Y,Colorimetric protein quantification kit
CytoNova,CN-67715,HeLa Cell Lysate,,,Human,WB,,,100,ug,112.61,USD,Discontinued,0,GEN-90897,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-37419,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,294.47,USD,Low Stock,9,GEN-75939,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-90755,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,553.44,USD,Backorder,21,GEN-21783,N,Diagnostic use labeling under evaluation
BioAxis,BA-44929,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,388.23,USD,In Stock,6,GEN-32121,Y,PE conjugated variant for human samples
LabVeritas,LV-38487,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,246.34,USD,In Stock,3,GEN-25011,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-90285,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1656.48,USD,In Stock,7,GEN-50705,Y,"Same clone, larger pack size"
LabVeritas,LV-55090,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,205.84,USD,In Stock,3,GEN-67294,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,BA-79976,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,395.17,USD,In Stock,6,GEN-35965,Y,PE conjugated variant for human samples
BioAxis,GEN-86302,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1703.03,USD,In Stock,7,GEN-26145,Y,"Same clone, larger pack size"
LabVeritas,LV-45352,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,153.38,USD,In Stock,5,GEN-12633,Y,Colorimetric protein quantification kit
CytoNova,CN-46247,HeLa Cell Lysate,,,Human,WB,,,100,ug,110.67,USD,Discontinued,0,GEN-70661,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-30800,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,339.28,USD,Low Stock,9,GEN-83969,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-27495,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,352.34,USD,In Stock,4,GEN-42732,Y,Flow cytometry reagent for whole blood
CytoNova,CN-15684,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,563.71,USD,Backorder,21,GEN-45360,N,Diagnostic use labeling under evaluation
LabVeritas,LV-89432,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,172.94,USD,In Stock,5,GEN-90886,Y,Colorimetric protein quantification kit
ImmunoPeak,IP-22289,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,264.79,USD,Low Stock,9,GEN-52584,Y,Unconjugated format for secondary antibody workflows
ImmunoPeak,IP-21119,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,295.33,USD,In Stock,4,GEN-22528,Y,Flow cytometry reagent for whole blood
BioAxis,BA-45384,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,525.86,USD,In Stock,6,GEN-78020,Y,PE conjugated variant for human samples
CytoNova,CN-51229,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,519.86,USD,Backorder,21,GEN-32469,N,Diagnostic use labeling under evaluation
BioAxis,BA-51059,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,520.06,USD,In Stock,5,GEN-97477,Y,Validated for flow cytometry on human PBMC samples
LabVeritas,LV-66346,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,169.15,USD,In Stock,3,GEN-36505,Y,Validated in western blot. Suitable for cell lysates.
ImmunoPeak,IP-30122,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,286.74,USD,Low Stock,9,GEN-99569,Y,Unconjugated format for secondary antibody workflows
LabVeritas,LV-74226,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,214.02,USD,In Stock,5,GEN-89806,Y,Colorimetric protein quantification kit
CytoNova,CN-74123,HeLa Cell Lysate,,,Human,WB,,,100,ug,102.59,USD,Discontinued,0,GEN-95841,Y,Whole cell lysate from HeLa line
LabVeritas,LV-27279,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,220.62,USD,In Stock,5,GEN-32170,Y,Colorimetric protein quantification kit
BioAxis,BA-37500,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,589.91,USD,In Stock,2,GEN-97572,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-82936,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,633.45,USD,Backorder,21,GEN-19161,N,Diagnostic use labeling under evaluation
BioAxis,GEN-77046,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1450.03,USD,In Stock,7,GEN-52899,Y,"Same clone, larger pack size"
CytoNova,CN-99916,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,612.60,USD,In Stock,12,GEN-99417,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-62292,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,173.43,USD,In Stock,5,GEN-87846,Y,Colorimetric protein quantification kit
CytoNova,CN-55011,HeLa Cell Lysate,,,Human,WB,,,100,ug,145.09,USD,Discontinued,0,GEN-28620,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-62817,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,322.92,USD,In Stock,4,GEN-48758,Y,Flow cytometry reagent for whole blood
ImmunoPeak,IP-64819,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,274.17,USD,In Stock,4,GEN-96640,Y,Flow cytometry reagent for whole blood
CytoNova,CN-67051,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,122.61,USD,In Stock,8,GEN-46577,Y,Carrier free recombinant human IL-2
CytoNova,CN-29860,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,139.10,USD,In Stock,8,GEN-86636,Y,Carrier free recombinant human IL-2
CytoNova,CN-92760,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,504.13,USD,In Stock,12,GEN-38664,Y,Sandwich ELISA for serum and plasma
BioAxis,GEN-38509,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1801.49,USD,In Stock,7,GEN-24503,Y,"Same clone, larger pack size"
BioAxis,GEN-25463,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1896.38,USD,In Stock,7,GEN-13147,Y,"Same clone, larger pack size"
BioAxis,GEN-28324,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1931.76,USD,In Stock,7,GEN-52217,Y,"Same clone, larger pack size"
BioAxis,BA-44856,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,477.33,USD,In Stock,5,GEN-19976,Y,Validated for flow cytometry on human PBMC samples
CytoNova,CN-66604,HeLa Cell Lysate,,,Human,WB,,,100,ug,143.13,USD,Discontinued,0,GEN-45165,Y,Whole cell lysate from HeLa line
CytoNova,CN-16779,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,518.96,USD,In Stock,12,GEN-63537,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-84376,HeLa Cell Lysate,,,Human,WB,,,100,ug,132.21,USD,Discontinued,0,GEN-26626,Y,Whole cell lysate from HeLa line
BioAxis,BA-72525,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,581.97,USD,In Stock,2,GEN-63644,Y,"Healthy donor PBMC, cryopreserved"
ImmunoPeak,IP-64504,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,234.98,USD,Low Stock,9,GEN-96117,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-68323,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,151.84,USD,In Stock,8,GEN-55322,Y,Carrier free recombinant human IL-2
ImmunoPeak,IP-45722,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,FC,UCHT1,FITC,100,uL,290.33,USD,In Stock,4,GEN-22712,Y,Flow cytometry reagent for whole blood
CytoNova,CN-43888,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,159.02,USD,In Stock,8,GEN-19846,Y,Carrier free recombinant human IL-2
CytoNova,CN-72842,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,162.25,USD,In Stock,8,GEN-51499,Y,Carrier free recombinant human IL-2
CytoNova,CN-57484,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,524.24,USD,Backorder,21,GEN-54772,N,Diagnostic use labeling under evaluation
ImmunoPeak,IP-14308,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,270.09,USD,Low Stock,9,GEN-52744,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-16334,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,465.58,USD,In Stock,12,GEN-14064,Y,Sandwich ELISA for serum and plasma
CytoNova,CN-75675,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,439.50,USD,In Stock,12,GEN-61628,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-60178,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,183.54,USD,In Stock,3,GEN-66725,Y,Validated in western blot. Suitable for cell lysates.
CytoNova,CN-11323,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,170.31,USD,In Stock,8,GEN-76756,Y,Carrier free recombinant human IL-2
LabVeritas,LV-56281,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,154.69,USD,In Stock,5,GEN-44236,Y,Colorimetric protein quantification kit
BioAxis,BA-59683,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,694.37,USD,In Stock,2,GEN-86645,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-95362,HeLa Cell Lysate,,,Human,WB,,,100,ug,105.08,USD,Discontinued,0,GEN-80998,Y,Whole cell lysate from HeLa line
ImmunoPeak,IP-92153,"Anti-CD3 antibody, clone UCHT1",CD3,Mouse,Human,Flow,UCHT1,No conjugate,100,uL,267.06,USD,Low Stock,9,GEN-20145,Y,Unconjugated format for secondary antibody workflows
CytoNova,CN-11084,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,604.99,USD,Backorder,21,GEN-40332,N,Diagnostic use labeling under evaluation
LabVeritas,LV-18085,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,199.53,USD,In Stock,5,GEN-33123,Y,Colorimetric protein quantification kit
CytoNova,CN-27636,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,547.63,USD,In Stock,12,GEN-97618,Y,Sandwich ELISA for serum and plasma
BioAxis,BA-96618,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,813.68,USD,In Stock,2,GEN-12007,Y,"Healthy donor PBMC, cryopreserved"
CytoNova,CN-31970,TNF-alpha ELISA Kit,TNF-alpha,,Human,ELISA,,HRP,96,wells,420.09,USD,In Stock,12,GEN-35487,Y,Sandwich ELISA for serum and plasma
LabVeritas,LV-55452,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,205.86,USD,In Stock,3,GEN-63932,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-35674,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,183.20,USD,In Stock,3,GEN-91295,Y,Validated in western blot. Suitable for cell lysates.
BioAxis,GEN-24431,Anti CD20 mAb,CD-20,Mouse,Hu,FACS,2H7,Fitc,0.5,mL,1847.77,USD,In Stock,7,GEN-99534,Y,"Same clone, larger pack size"
CytoNova,CN-46474,TNF alpha ELISA Kit,TNFα,,Human,ELISA,,HRP,96,tests,520.29,USD,Backorder,21,GEN-18968,N,Diagnostic use labeling under evaluation
LabVeritas,LV-32636,GAPDH Rabbit Polyclonal Antibody,GAPDH,Rabbit,"Human, Mouse",WB,,,100,uL,211.21,USD,In Stock,3,GEN-91056,Y,Validated in western blot. Suitable for cell lysates.
LabVeritas,LV-81783,BCA Protein Assay Kit,,,,Protein Quantification,,,500,tests,185.70,USD,In Stock,5,GEN-23900,Y,Colorimetric protein quantification kit
CytoNova,CN-76164,HeLa Cell Lysate,,,Human,WB,,,100,ug,134.54,USD,Discontinued,0,GEN-99966,Y,Whole cell lysate from HeLa line
CytoNova,CN-68486,Recombinant Human IL-2 Protein,IL2,,Human,Cell Culture,,,10,ug,135.84,USD,In Stock,8,GEN-59651,Y,Carrier free recombinant human IL-2
BioAxis,BA-30282,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,FC,2H7,FITC,100,uL,452.14,USD,In Stock,5,GEN-16540,Y,Validated for flow cytometry on human PBMC samples
BioAxis,BA-80410,"Human PBMC, Cryopreserved",,,Human,Cell Assay,,,10,vials,712.37,USD,In Stock,2,GEN-94037,Y,"Healthy donor PBMC, cryopreserved"
BioAxis,BA-16485,Anti-CD20 Monoclonal Antibody,CD20,Mouse,Human,Flow Cytometry,2H7,PE,100,uL,523.41,USD,In Stock,6,GEN-12326,Y,PE conjugated variant for human samples
