search_date,country,raw_query,clicked_product_id,clicked_supplier_sku,search_result_count,zero_result_flag,session_id,customer_segment
2026-02-07,SE,flodescytometri cd20 antikropp,EB-54412,NB-14623,1,0,GEN-34738,Academic
2026-02-03,DE,anti cd20 human flow,EB-48824,GEN-89921,3,0,GEN-21937,Academic
2026-02-03,DE,anti cd20 human flow,EB-85062,GEN-91373,3,0,GEN-38283,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-41884,EL-97517,2,0,GEN-18535,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-67909,EL-54283,2,0,GEN-47096,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-95363,NB-44568,1,0,GEN-67070,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-14132,LV-69282,5,0,GEN-20044,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-61945,BA-58276,4,0,GEN-58332,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-29113,CN-86805,2,0,GEN-96944,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-70137,CN-98074,2,0,GEN-22700,Hospital
2026-02-03,DE,anti cd20 human flow,EB-41803,GEN-84030,3,0,GEN-37558,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-68333,CN-32419,2,0,GEN-29975,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-22064,CN-10722,2,0,GEN-97533,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-78402,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-39929,EL-65069,2,0,GEN-39156,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-89926,EL-59528,2,0,GEN-36159,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-11097,NB-23509,1,0,GEN-11542,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-11423,NB-36091,1,0,GEN-48924,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-82714,EL-65677,2,0,GEN-66590,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-55348,BA-79545,4,0,GEN-75354,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-41374,LV-41144,5,0,GEN-83320,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-61017,NB-70824,1,0,GEN-21949,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-58547,GEN-22724,3,0,GEN-25024,Academic
2026-02-03,DE,anti cd20 human flow,EB-34137,GEN-86718,3,0,GEN-43985,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-52817,NB-25018,1,0,GEN-54073,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-17907,NB-87617,1,0,GEN-61056,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-65914,BA-74208,4,0,GEN-17970,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-69650,BA-93547,4,0,GEN-63665,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-40702,LV-34590,5,0,GEN-42069,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-38564,Academic
2026-02-05,DE,hela lysate wb control,EB-24924,EL-19014,1,0,GEN-13330,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-51169,CN-85222,2,0,GEN-38753,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-26050,LV-81408,5,0,GEN-86319,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-57327,NB-42438,1,0,GEN-12052,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-80300,CN-34614,2,0,GEN-16010,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-93111,NB-32843,1,0,GEN-35762,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-75478,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-93785,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-58926,NB-33178,1,0,GEN-48665,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-14229,NB-24625,1,0,GEN-49495,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-65718,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-73444,CN-61275,2,0,GEN-44895,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-43104,BA-13241,4,0,GEN-56106,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-73239,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-93714,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-79354,BA-92039,4,0,GEN-70747,Academic
2026-02-03,DE,anti cd20 human flow,EB-18338,GEN-27161,3,0,GEN-13713,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-41936,CN-95704,2,0,GEN-99197,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-37189,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-94485,NB-10581,1,0,GEN-60548,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-43930,NB-93440,1,0,GEN-78863,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-26535,BA-18756,4,0,GEN-67441,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-23762,NB-91953,1,0,GEN-71370,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-62492,LV-24426,5,0,GEN-88244,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-35143,GEN-17516,3,0,GEN-63941,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-63120,LV-71976,5,0,GEN-99569,Biopharma
2026-02-05,DE,hela lysate wb control,EB-31602,EL-36065,1,0,GEN-43289,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-83839,NB-29263,1,0,GEN-29574,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-35230,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-70883,LV-89532,5,0,GEN-54965,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-40823,EL-85312,2,0,GEN-51978,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-78187,EL-42857,2,0,GEN-91361,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-65136,CN-46136,2,0,GEN-24884,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-80052,BA-78762,4,0,GEN-93902,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-98645,NB-44878,1,0,GEN-91379,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-61962,LV-97646,5,0,GEN-38634,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-72381,LV-84613,5,0,GEN-46534,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-88353,NB-15607,1,0,GEN-87824,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-69186,CN-44609,2,0,GEN-94555,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-49119,NB-84648,1,0,GEN-38055,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-11138,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-20102,CN-71976,2,0,GEN-13052,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-63061,NB-97416,1,0,GEN-77040,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-45560,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-34021,LV-53976,5,0,GEN-50610,Biopharma
2026-02-05,DE,hela lysate wb control,EB-77464,EL-26789,1,0,GEN-91699,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-64310,BA-82664,4,0,GEN-10904,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-24256,LV-42826,5,0,GEN-80516,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-21548,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-76506,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-78672,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-60491,Academic
2026-02-05,DE,hela lysate wb control,EB-80480,EL-19749,1,0,GEN-50824,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-61481,LV-61506,5,0,GEN-93894,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-24504,NB-27575,1,0,GEN-38688,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-63960,LV-95332,5,0,GEN-94650,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-49774,EL-60263,2,0,GEN-74277,Hospital
2026-02-05,DE,hela lysate wb control,EB-42999,EL-70932,1,0,GEN-84399,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-96624,BA-25015,4,0,GEN-81341,Academic
2026-02-05,DE,hela lysate wb control,EB-84767,EL-24584,1,0,GEN-73050,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-90799,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-75055,BA-98021,4,0,GEN-49171,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-56904,LV-34949,5,0,GEN-25031,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-85141,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-14228,BA-48281,4,0,GEN-61636,Academic
2026-02-05,DE,hela lysate wb control,EB-73474,EL-14766,1,0,GEN-59104,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-14643,BA-74922,4,0,GEN-33416,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-14996,Biopharma
2026-02-05,DE,hela lysate wb control,EB-89656,EL-66420,1,0,GEN-26320,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-93211,LV-57306,5,0,GEN-58678,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-83076,Academic
2026-02-05,DE,hela lysate wb control,EB-63256,EL-44360,1,0,GEN-83764,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-93999,NB-39192,1,0,GEN-73100,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-17000,NB-70951,1,0,GEN-65748,Academic
2026-02-05,DE,hela lysate wb control,EB-92382,EL-31928,1,0,GEN-17825,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-57163,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-50692,LV-80988,5,0,GEN-51856,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-21884,EL-89688,2,0,GEN-29856,Hospital
2026-02-03,DE,anti cd20 human flow,EB-40091,GEN-49822,3,0,GEN-22638,Academic
2026-02-03,DE,anti cd20 human flow,EB-52086,GEN-37923,3,0,GEN-66267,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-49393,CN-50838,2,0,GEN-41208,Hospital
2026-02-05,DE,hela lysate wb control,EB-45863,EL-50316,1,0,GEN-52044,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-79885,BA-74538,4,0,GEN-97294,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-35077,CN-46067,2,0,GEN-80946,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-63331,NB-23589,1,0,GEN-88630,Biopharma
2026-02-05,DE,hela lysate wb control,EB-61068,EL-26788,1,0,GEN-87983,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-93858,NB-84343,1,0,GEN-85640,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-38468,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-96241,NB-89819,1,0,GEN-47091,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-30980,CN-49866,2,0,GEN-10698,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-44537,BA-49450,4,0,GEN-33158,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-56195,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-90229,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-70078,BA-65457,4,0,GEN-77124,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-85539,EL-66647,2,0,GEN-11965,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-11583,NB-80801,1,0,GEN-63678,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-93785,NB-39132,1,0,GEN-72682,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-20747,EL-80225,2,0,GEN-85776,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-82310,BA-17850,4,0,GEN-50086,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-51736,EL-84524,2,0,GEN-31049,Hospital
2026-02-08,DE,protein quantification bca kit 500,EB-11716,LV-89834,5,0,GEN-48327,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-49379,GEN-27212,3,0,GEN-62658,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-47771,NB-47254,1,0,GEN-45480,Biopharma
2026-02-05,DE,hela lysate wb control,EB-51072,EL-49289,1,0,GEN-39848,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-46161,EL-65234,2,0,GEN-10918,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-93674,NB-24221,1,0,GEN-39540,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-24948,EL-67080,2,0,GEN-33504,Hospital
2026-02-05,DE,hela lysate wb control,EB-21457,EL-47320,1,0,GEN-21800,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-77397,NB-85232,1,0,GEN-62259,Biopharma
2026-02-05,DE,hela lysate wb control,EB-17120,EL-46025,1,0,GEN-83127,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-74411,LV-89894,5,0,GEN-14631,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-97627,EL-74672,2,0,GEN-79267,Hospital
2026-02-03,DE,anti cd20 human flow,EB-96254,GEN-68669,3,0,GEN-90763,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-88228,NB-84758,1,0,GEN-25393,Biopharma
2026-02-05,DE,hela lysate wb control,EB-81699,EL-72865,1,0,GEN-42236,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-96078,NB-12147,1,0,GEN-54201,Academic
2026-02-05,DE,hela lysate wb control,EB-98585,EL-22128,1,0,GEN-39097,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-17076,NB-73480,1,0,GEN-40569,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-72097,BA-16459,4,0,GEN-83439,Academic
2026-02-03,DE,anti cd20 human flow,EB-63144,GEN-81125,3,0,GEN-31998,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-63499,LV-58461,5,0,GEN-53468,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-19546,LV-81316,5,0,GEN-92544,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-11453,GEN-74101,3,0,GEN-64808,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-69302,BA-16516,4,0,GEN-32327,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-37498,LV-58759,5,0,GEN-72978,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-61104,LV-36397,5,0,GEN-83694,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-80412,GEN-69071,3,0,GEN-99320,Academic
2026-02-05,DE,hela lysate wb control,EB-88511,EL-39085,1,0,GEN-84522,Biopharma
2026-02-05,DE,hela lysate wb control,EB-79128,EL-52737,1,0,GEN-46988,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-16238,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-23082,NB-36487,1,0,GEN-70999,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-68770,GEN-62633,3,0,GEN-56804,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-14327,NB-64535,1,0,GEN-51303,Academic
2026-02-05,DE,hela lysate wb control,EB-85139,EL-17987,1,0,GEN-59517,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-21385,NB-30467,1,0,GEN-31069,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-76222,CN-62303,2,0,GEN-96793,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-84265,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-36926,EL-34492,2,0,GEN-10877,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-23315,CN-95357,2,0,GEN-12616,Hospital
2026-02-05,DE,hela lysate wb control,EB-89289,EL-51845,1,0,GEN-61705,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-90361,NB-10880,1,0,GEN-81366,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-75547,NB-27246,1,0,GEN-51427,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-88326,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-56051,EL-82663,2,0,GEN-29178,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-40549,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-69570,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-29158,BA-77553,4,0,GEN-83937,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-80054,BA-74709,4,0,GEN-31838,Academic
2026-02-03,DE,anti cd20 human flow,EB-90919,GEN-58485,3,0,GEN-60117,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-25542,BA-78905,4,0,GEN-43105,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-19855,NB-81669,1,0,GEN-31334,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-91201,LV-45728,5,0,GEN-28088,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-86762,GEN-39748,3,0,GEN-97793,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-49550,NB-98362,1,0,GEN-90012,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-56928,Academic
2026-02-05,DE,hela lysate wb control,EB-89319,EL-96195,1,0,GEN-39201,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-21444,CN-91960,2,0,GEN-63369,Hospital
2026-02-05,DE,hela lysate wb control,EB-60986,EL-18900,1,0,GEN-64608,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-74712,LV-10571,5,0,GEN-97938,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-35472,EL-63856,2,0,GEN-21921,Hospital
2026-02-03,DE,anti cd20 human flow,EB-13186,GEN-30606,3,0,GEN-70009,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-45168,NB-16140,1,0,GEN-83566,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-94679,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-65897,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-36495,LV-38235,5,0,GEN-74174,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-22146,BA-17957,4,0,GEN-98505,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-81035,CN-38121,2,0,GEN-98744,Hospital
2026-02-05,DE,hela lysate wb control,EB-66351,EL-72254,1,0,GEN-23943,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-29130,GEN-33281,3,0,GEN-85831,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-76283,NB-37703,1,0,GEN-49767,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-98329,LV-49200,5,0,GEN-11742,Biopharma
2026-02-05,DE,hela lysate wb control,EB-76805,EL-54757,1,0,GEN-55668,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-17955,NB-75403,1,0,GEN-43990,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-77161,NB-27287,1,0,GEN-46060,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-53290,BA-87469,4,0,GEN-70794,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-24184,NB-99597,1,0,GEN-55322,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-87824,CN-15856,2,0,GEN-11278,Hospital
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-16615,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-52900,EL-67460,2,0,GEN-65847,Hospital
2026-02-05,DE,hela lysate wb control,EB-34978,EL-71845,1,0,GEN-13621,Biopharma
2026-02-03,SE,cd20 fitc 2h7,EB-45744,NB-94883,1,0,GEN-70306,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-57060,BA-20762,4,0,GEN-29354,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-90849,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-23235,LV-42955,5,0,GEN-94444,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-85721,CN-82065,2,0,GEN-48500,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-47529,BA-63633,4,0,GEN-53510,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-90217,CN-78045,2,0,GEN-59024,Hospital
2026-02-07,SE,flodescytometri cd20 antikropp,EB-71768,NB-80229,1,0,GEN-36294,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-47227,CN-36730,2,0,GEN-73130,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-71155,NB-54895,1,0,GEN-50667,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-22774,EL-71540,2,0,GEN-66881,Hospital
2026-02-05,DE,hela lysate wb control,EB-98396,EL-52459,1,0,GEN-18307,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-93372,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-45223,CN-75577,2,0,GEN-45510,Hospital
2026-02-03,DE,anti cd20 human flow,EB-78118,GEN-96224,3,0,GEN-81458,Academic
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-67461,EL-45541,2,0,GEN-71747,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-86806,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-54253,NB-87715,1,0,GEN-16534,Biopharma
2026-02-06,DE,human pbmc cryopreserved,EB-54427,BA-95358,4,0,GEN-29847,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-74968,BA-54911,4,0,GEN-76606,Academic
2026-02-05,DE,hela lysate wb control,EB-64511,EL-41204,1,0,GEN-52112,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-28861,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-53527,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-15607,NB-44703,1,0,GEN-20940,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-83469,GEN-36381,3,0,GEN-88591,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-15750,NB-12571,1,0,GEN-63447,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-77589,BA-39209,4,0,GEN-66449,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-21948,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-23888,LV-80747,5,0,GEN-19774,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-68726,Biopharma
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-36677,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-89201,EL-74925,2,0,GEN-26572,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-74102,EL-28304,2,0,GEN-59302,Hospital
2026-02-03,DE,anti cd20 human flow,EB-76896,GEN-20989,3,0,GEN-86425,Academic
2026-02-03,DE,anti cd20 human flow,EB-96912,GEN-75424,3,0,GEN-14234,Academic
2026-02-03,DE,anti cd20 human flow,EB-77777,GEN-80536,3,0,GEN-14255,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-82899,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-79509,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-44737,NB-55240,1,0,GEN-57390,Biopharma
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-14087,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-52997,BA-92527,4,0,GEN-80040,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-74346,LV-45298,5,0,GEN-71167,Biopharma
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-27977,EL-44431,2,0,GEN-25300,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-70179,EL-41214,2,0,GEN-21737,Hospital
2026-02-04,FR,cytometrie en flux cd3 fitc,EB-49188,EL-79627,2,0,GEN-57584,Hospital
2026-02-05,DE,tnf alpha diagnostic elisa,EB-30827,CN-92847,2,0,GEN-37434,Hospital
2026-02-03,SE,cd20 fitc 2h7,EB-42861,NB-10110,1,0,GEN-39101,Biopharma
2026-02-05,DE,hela lysate wb control,EB-93563,EL-58642,1,0,GEN-47320,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-64895,CN-52643,2,0,GEN-61536,Hospital
2026-02-03,DE,anti cd20 human flow,EB-17707,GEN-40620,3,0,GEN-12041,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-92427,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-95270,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-50664,NB-71141,1,0,GEN-32488,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-17740,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-97357,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-70785,GEN-46988,3,0,GEN-32686,Academic
2026-02-08,DE,protein quantification bca kit 500,EB-19699,LV-48183,5,0,GEN-40650,Biopharma
2026-02-07,SE,flodescytometri cd20 antikropp,EB-74326,NB-84046,1,0,GEN-48484,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-47762,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-26865,Academic
2026-02-07,SE,flodescytometri cd20 antikropp,EB-41502,NB-39426,1,0,GEN-30553,Academic
2026-02-03,DE,anti cd20 human flow,EB-28419,GEN-29638,3,0,GEN-80253,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-79483,BA-55601,4,0,GEN-70610,Academic
2026-02-05,DE,tnf alpha diagnostic elisa,EB-58354,CN-25434,2,0,GEN-89726,Hospital
2026-02-06,DE,human pbmc cryopreserved,EB-12332,BA-37566,4,0,GEN-70827,Academic
2026-02-06,DE,human pbmc cryopreserved,EB-13044,BA-85844,4,0,GEN-13244,Academic
2026-02-03,SE,cd20 fitc 2h7,EB-94483,NB-16194,1,0,GEN-45515,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-79619,LV-46300,5,0,GEN-24660,Biopharma
2026-02-03,DE,anti cd20 human flow,EB-89447,GEN-87981,3,0,GEN-78605,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-34979,Biopharma
2026-02-08,DE,protein quantification bca kit 500,EB-55911,LV-11956,5,0,GEN-17053,Biopharma
2026-02-05,DE,tnf alpha diagnostic elisa,EB-92979,CN-73278,2,0,GEN-24508,Hospital
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-72293,Academic
2026-02-04,DE,anti il6 serum elisa,,,0,1,GEN-33817,Academic
2026-02-06,DE,cluster of differentiation 20 antibody,,,0,1,GEN-64916,Biopharma
