supplier_name,supplier_sku,internal_product_id,country,price_local,currency,inventory_status,lead_time_days,min_order_qty,last_feed_timestamp,discontinued_flag
BioAxis,BA-60025,EB-49073,US,456.66,USD,In Stock,6,1,2026-02-01T05:00:00,N
NordAssay,NA-89660,EB-89782,DE,519.82,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-78699,EB-86008,US,539.69,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-51920,EB-72767,US,512.51,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-23904,EB-45145,US,376.34,USD,In Stock,6,1,2026-02-01T05:00:00,N
BioGnostics,BG-59573,EB-71544,DE,222.40,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-50251,EB-96672,US,651.42,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-77422,EB-81932,DE,539.39,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-55459,EB-86284,US,641.55,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioGnostics,BG-20655,EB-52380,DE,235.64,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordBio Sweden,NB-52410,EB-84878,SE,407.32,SEK,Available,4,1,2026-02-02T04:00:00,N
ImmunoPeak,IP-70570,EB-65918,DE,314.08,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-35785,EB-20053,DE,456.80,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-41117,EB-15048,DE,325.64,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
ImmunoPeak,IP-30614,EB-21587,DE,344.71,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioGnostics,BG-59405,EB-50762,DE,202.28,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-40471,EB-91917,DE,316.41,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordBio Sweden,NB-28582,EB-14520,SE,391.37,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-70044,EB-93483,DE,459.39,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-99889,EB-77410,DE,441.82,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-66586,EB-76037,DE,118.51,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
EuroLab,EL-58925,EB-51362,DE,357.48,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
NordBio Sweden,NB-91643,EB-92553,SE,369.92,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-42708,EB-33988,DE,420.82,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioGnostics,BG-75495,EB-10771,DE,160.00,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordAssay,NA-12936,EB-23900,DE,531.06,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordAssay,NA-25993,EB-19057,DE,418.82,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-22277,EB-56142,US,627.26,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-78625,EB-33380,DE,104.38,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioAxis,BA-46459,EB-45142,DE,458.88,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioGnostics,BG-15364,EB-87167,DE,227.53,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-40731,EB-66389,US,576.77,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-58556,EB-60804,US,517.50,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-76580,EB-40098,SE,335.89,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-55264,EB-35819,US,621.23,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-22278,EB-31703,US,491.41,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-33483,EB-43017,US,497.70,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-18472,EB-38353,DE,316.21,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioGnostics,BG-91643,EB-37620,DE,231.10,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordAssay,NA-54531,EB-85726,DE,579.39,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-20399,EB-33964,DE,399.43,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioAxis,BA-14974,EB-90303,DE,384.73,EUR,In Stock,5,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-37966,EB-51060,DE,346.61,EUR,In Stock,4,1,2026-02-03T05:00:00,N
LabVeritas,LV-88031,EB-13061,DE,226.44,EUR,In Stock,3,1,2026-02-02T05:00:00,N
NordAssay,NA-69144,EB-28641,DE,535.87,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-72636,EB-36799,DE,344.70,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
LabVeritas,LV-82905,EB-44011,DE,231.55,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-53218,EB-21132,DE,187.70,EUR,In Stock,3,1,2026-02-02T05:00:00,N
BioGnostics,BG-30089,EB-22044,DE,214.49,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-52711,EB-92657,US,447.43,USD,Backorder,21,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-98871,EB-38981,DE,348.36,EUR,In Stock,4,1,2026-02-03T05:00:00,N
NordAssay,NA-98592,EB-53847,DE,468.82,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-89372,EB-41493,US,482.69,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-26301,EB-47760,US,432.86,USD,In Stock,12,1,2026-02-02T05:00:00,N
EuroLab,EL-98509,EB-35860,DE,408.40,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-38212,EB-41546,DE,130.48,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioAxis,BA-57034,EB-99766,US,554.72,USD,In Stock,6,1,2026-02-01T05:00:00,N
NordBio Sweden,NB-28246,EB-19707,SE,425.11,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-79660,EB-19333,US,573.75,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-77372,EB-88235,DE,125.40,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-11704,EB-49918,US,466.81,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-61588,EB-21456,DE,414.33,EUR,In Stock,5,1,2026-02-01T05:00:00,N
NordBio Sweden,NB-34042,EB-27901,SE,394.18,SEK,Available,4,1,2026-02-02T04:00:00,N
BioAxis,BA-16578,EB-30711,US,378.84,USD,In Stock,6,1,2026-02-01T05:00:00,N
NordAssay,NA-47708,EB-28429,DE,458.70,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordAssay,NA-67431,EB-83073,DE,600.51,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordAssay,NA-78188,EB-29639,DE,571.04,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordAssay,NA-49988,EB-74199,DE,513.50,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-99294,EB-38113,US,552.35,USD,In Stock,6,1,2026-02-01T05:00:00,N
CytoNova,CN-70511,EB-38633,US,442.38,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-23192,EB-66118,US,446.30,USD,In Stock,6,1,2026-02-01T05:00:00,N
CytoNova,CN-98863,EB-84982,US,446.36,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-83706,EB-89067,DE,560.84,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-42891,EB-23660,US,539.28,USD,In Stock,6,1,2026-02-01T05:00:00,N
LabVeritas,LV-86562,EB-78784,DE,221.92,EUR,In Stock,3,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-46340,EB-19144,DE,276.40,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-93315,EB-55238,US,597.77,USD,Backorder,21,1,2026-02-02T05:00:00,N
LabVeritas,LV-50431,EB-66466,DE,178.81,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-98404,EB-63082,US,467.73,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-59585,EB-43450,US,437.72,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-90167,EB-73214,US,564.14,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-29895,EB-28827,US,520.78,USD,Backorder,21,1,2026-02-02T05:00:00,N
NordAssay,NA-63188,EB-16131,DE,617.72,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-14160,EB-66582,DE,128.50,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioGnostics,BG-37584,EB-29985,DE,233.08,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-32618,EB-89865,US,536.53,USD,In Stock,6,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-21032,EB-89864,DE,300.14,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-25608,EB-53116,DE,106.49,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioAxis,BA-11791,EB-89695,DE,411.48,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-37559,EB-22791,US,418.71,USD,In Stock,12,1,2026-02-02T05:00:00,N
LabVeritas,LV-11915,EB-16282,DE,215.17,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-27010,EB-27495,DE,209.94,EUR,In Stock,3,1,2026-02-02T05:00:00,N
NordAssay,NA-17299,EB-17324,DE,462.81,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-11815,EB-42111,DE,125.09,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
NordAssay,NA-62231,EB-93743,DE,491.68,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioGnostics,BG-28698,EB-61016,DE,231.67,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-69401,EB-91314,DE,381.86,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioGnostics,BG-71016,EB-98921,DE,190.99,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-54160,EB-34066,DE,366.64,EUR,In Stock,5,1,2026-02-01T05:00:00,N
LabVeritas,LV-33296,EB-15900,DE,242.77,EUR,In Stock,3,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-52498,EB-47857,SE,358.02,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-36485,EB-63010,DE,394.71,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioGnostics,BG-51038,EB-15599,DE,238.62,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-76957,EB-53392,DE,430.16,EUR,In Stock,5,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-50195,EB-31551,DE,303.59,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-11783,EB-95951,DE,140.56,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
EuroLab,EL-32930,EB-61381,DE,359.17,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
ImmunoPeak,IP-48840,EB-58597,DE,381.50,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-63447,EB-49839,DE,446.82,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioGnostics,BG-88485,EB-24439,DE,236.77,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-59148,EB-30721,US,611.17,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-49836,EB-71269,SE,479.19,SEK,Available,4,1,2026-02-02T04:00:00,N
NordAssay,NA-96059,EB-57051,DE,518.07,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-41362,EB-91349,US,499.20,USD,In Stock,6,1,2026-02-01T05:00:00,N
LabVeritas,LV-74360,EB-32865,DE,244.82,EUR,In Stock,3,1,2026-02-02T05:00:00,N
BioAxis,BA-78772,EB-70701,US,518.89,USD,In Stock,6,1,2026-02-01T05:00:00,N
NordAssay,NA-48346,EB-91570,DE,605.82,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-90892,EB-42275,DE,353.54,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioGnostics,BG-14050,EB-12175,DE,174.65,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-52332,EB-68787,US,539.07,USD,In Stock,12,1,2026-02-02T05:00:00,N
LabVeritas,LV-55571,EB-98432,DE,211.42,EUR,In Stock,3,1,2026-02-02T05:00:00,N
LabVeritas,LV-53449,EB-52345,DE,207.72,EUR,In Stock,3,1,2026-02-02T05:00:00,N
NordAssay,NA-75053,EB-59490,DE,590.99,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioGnostics,BG-30075,EB-94743,DE,226.07,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-30472,EB-52027,DE,326.65,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioAxis,BA-21772,EB-18933,DE,425.43,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-53116,EB-45515,DE,416.45,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
NordAssay,NA-30310,EB-90715,DE,455.18,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-57486,EB-52817,DE,348.72,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-53687,EB-47990,DE,464.05,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioGnostics,BG-64117,EB-84575,DE,173.42,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioGnostics,BG-31438,EB-20803,DE,215.10,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-42811,EB-45742,DE,408.11,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-65558,EB-52974,DE,135.72,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-82178,EB-86240,US,636.13,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioAxis,BA-16795,EB-58405,US,488.52,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-45008,EB-36462,DE,380.87,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-77693,EB-57767,US,516.07,USD,In Stock,6,1,2026-02-01T05:00:00,N
CytoNova,CN-91030,EB-52572,US,443.52,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-29336,EB-28451,DE,114.22,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
EuroLab,EL-97605,EB-74861,DE,391.34,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-94470,EB-75573,DE,363.47,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordAssay,NA-38462,EB-32997,DE,563.36,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioGnostics,BG-88707,EB-23011,DE,213.65,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
LabVeritas,LV-73256,EB-29652,DE,168.49,EUR,In Stock,3,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-10679,EB-44738,DE,354.61,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-59695,EB-98964,DE,432.97,EUR,In Stock,5,1,2026-02-01T05:00:00,N
EuroLab,EL-54121,EB-22330,DE,467.80,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-33100,EB-37323,US,445.76,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordAssay,NA-69168,EB-35532,DE,557.51,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
NordBio Sweden,NB-97382,EB-85740,SE,405.91,SEK,Available,4,1,2026-02-02T04:00:00,N
BioGnostics,BG-14725,EB-41815,DE,221.89,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-81338,EB-39301,DE,395.34,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioGnostics,BG-43115,EB-33914,DE,190.36,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
NordBio Sweden,NB-50751,EB-90312,SE,423.29,SEK,Available,4,1,2026-02-02T04:00:00,N
BioAxis,BA-49538,EB-68032,US,464.19,USD,In Stock,6,1,2026-02-01T05:00:00,N
CytoNova,CN-96782,EB-17400,US,532.61,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-83460,EB-92696,DE,131.68,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-90759,EB-81181,DE,142.23,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioAxis,BA-30038,EB-37630,US,397.47,USD,In Stock,6,1,2026-02-01T05:00:00,N
BioGnostics,BG-94437,EB-21021,DE,228.06,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
LabVeritas,LV-14944,EB-11366,DE,213.64,EUR,In Stock,3,1,2026-02-02T05:00:00,N
EuroLab,EL-79268,EB-28899,DE,419.70,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
NordAssay,NA-74141,EB-58071,DE,453.54,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-63043,EB-73552,DE,394.90,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-24171,EB-47039,DE,113.21,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
NordAssay,NA-43415,EB-47175,DE,554.94,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioGnostics,BG-79739,EB-97033,DE,201.09,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-20506,EB-74545,DE,451.44,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-13254,EB-12149,US,428.18,USD,In Stock,12,1,2026-02-02T05:00:00,N
EuroLab,EL-37811,EB-96932,DE,366.09,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
BioAxis,BA-82618,EB-36733,US,530.49,USD,In Stock,6,1,2026-02-01T05:00:00,N
NordBio Sweden,NB-51900,EB-72889,SE,348.31,SEK,Available,4,1,2026-02-02T04:00:00,N
CytoNova,CN-43212,EB-35778,US,562.24,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-84707,EB-59562,US,527.53,USD,In Stock,6,1,2026-02-01T05:00:00,N
BioGnostics,BG-87175,EB-54441,DE,162.70,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-24341,EB-85997,DE,418.75,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioAxis,BA-56540,EB-38241,DE,342.42,EUR,In Stock,5,1,2026-02-01T05:00:00,N
CytoNova,CN-98786,EB-40218,DE,129.00,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
EuroLab,EL-69152,EB-65513,DE,442.23,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-93929,EB-54558,US,603.12,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-87705,EB-67863,DE,430.04,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
ImmunoPeak,IP-67678,EB-52994,DE,269.04,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-97964,EB-55256,DE,389.97,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-84302,EB-40118,US,489.06,USD,In Stock,12,1,2026-02-02T05:00:00,N
BioAxis,BA-49151,EB-45705,DE,458.99,EUR,In Stock,5,1,2026-02-01T05:00:00,N
BioGnostics,BG-95547,EB-80744,DE,220.09,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioGnostics,BG-71652,EB-37125,DE,194.17,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-18213,EB-91633,DE,329.36,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-23599,EB-42679,DE,119.14,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
ImmunoPeak,IP-39207,EB-41598,DE,362.42,EUR,In Stock,4,1,2026-02-03T05:00:00,N
EuroLab,EL-56839,EB-76020,DE,347.64,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-16657,EB-16648,US,511.98,USD,In Stock,12,1,2026-02-02T05:00:00,N
NordAssay,NA-31524,EB-37738,DE,487.27,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-56632,EB-86305,DE,406.28,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-77285,EB-80874,DE,388.34,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-44643,EB-53427,US,561.88,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-27626,EB-34558,US,467.14,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-16082,EB-60666,US,614.84,USD,Backorder,21,1,2026-02-02T05:00:00,N
BioGnostics,BG-29141,EB-72230,DE,217.64,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
CytoNova,CN-97590,EB-56340,US,579.35,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-16019,EB-27370,DE,122.48,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
NordBio Sweden,NB-12972,EB-68046,SE,461.92,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-37352,EB-81369,DE,322.88,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
ImmunoPeak,IP-78172,EB-93289,DE,305.88,EUR,In Stock,4,1,2026-02-03T05:00:00,N
BioAxis,BA-63096,EB-86003,US,409.39,USD,In Stock,6,1,2026-02-01T05:00:00,N
ImmunoPeak,IP-31456,EB-87128,DE,378.03,EUR,In Stock,4,1,2026-02-03T05:00:00,N
NordAssay,NA-27906,EB-29251,DE,549.31,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
ImmunoPeak,IP-93441,EB-42600,DE,374.36,EUR,In Stock,4,1,2026-02-03T05:00:00,N
ImmunoPeak,IP-52888,EB-56452,DE,301.52,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-72171,EB-15150,US,585.51,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-49336,EB-43202,DE,341.88,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-19690,EB-14114,DE,107.43,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioGnostics,BG-69518,EB-12970,DE,182.20,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioAxis,BA-10616,EB-59716,US,429.44,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-92787,EB-51224,DE,379.47,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-51584,EB-74109,DE,404.00,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
LabVeritas,LV-95274,EB-30048,DE,193.22,EUR,In Stock,3,1,2026-02-02T05:00:00,N
CytoNova,CN-74246,EB-38207,US,548.10,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-26339,EB-27469,US,531.70,USD,In Stock,12,1,2026-02-02T05:00:00,N
EuroLab,EL-65857,EB-72059,DE,420.19,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-44878,EB-44451,US,557.38,USD,In Stock,12,1,2026-02-02T05:00:00,N
CytoNova,CN-51893,EB-14475,US,588.36,USD,Backorder,21,1,2026-02-02T05:00:00,N
CytoNova,CN-88030,EB-25294,DE,136.63,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
BioGnostics,BG-64029,EB-22479,DE,215.18,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-41381,EB-67199,DE,446.40,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
EuroLab,EL-31520,EB-14233,DE,377.96,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-46954,EB-56859,US,534.63,USD,In Stock,12,1,2026-02-02T05:00:00,N
ImmunoPeak,IP-40944,EB-23373,DE,275.86,EUR,In Stock,4,1,2026-02-03T05:00:00,N
CytoNova,CN-66494,EB-46358,US,600.23,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-61532,EB-82399,DE,359.63,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-28227,EB-94679,US,464.17,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-64882,EB-50502,DE,366.34,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
CytoNova,CN-35827,EB-88092,US,631.17,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-50986,EB-84312,DE,426.95,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
NordAssay,NA-59351,EB-57341,DE,623.21,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
CytoNova,CN-67811,EB-28458,US,541.44,USD,In Stock,12,1,2026-02-02T05:00:00,N
EuroLab,EL-37197,EB-85421,DE,374.99,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioAxis,BA-70018,EB-20532,US,406.36,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-51112,EB-29876,DE,360.04,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioAxis,BA-90408,EB-67236,US,444.78,USD,In Stock,6,1,2026-02-01T05:00:00,N
EuroLab,EL-83735,EB-71839,DE,389.66,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordAssay,NA-49511,EB-29789,DE,590.87,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioAxis,BA-15865,EB-87868,DE,411.55,EUR,In Stock,5,1,2026-02-01T05:00:00,N
LabVeritas,LV-83453,EB-69726,DE,190.91,EUR,In Stock,3,1,2026-02-02T05:00:00,N
NordBio Sweden,NB-43965,EB-66519,SE,408.19,SEK,Available,4,1,2026-02-02T04:00:00,N
EuroLab,EL-13371,EB-76892,DE,380.67,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
NordAssay,NA-34061,EB-87818,DE,418.22,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
EuroLab,EL-45607,EB-69062,DE,384.76,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
EuroLab,EL-88831,EB-78786,DE,459.54,EUR,Lagernd,2,1,2026-01-29T06:00:00,N
CytoNova,CN-56833,EB-89578,DE,141.78,EUR,Discontinued,0,1,2025-10-30T05:00:00,Y
CytoNova,CN-70016,EB-74613,US,491.52,USD,Backorder,21,1,2026-02-02T05:00:00,N
EuroLab,EL-32021,EB-13681,DE,412.47,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
BioAxis,BA-64523,EB-53945,DE,334.17,EUR,In Stock,5,1,2026-02-01T05:00:00,N
LabVeritas,LV-10178,EB-60682,DE,231.00,EUR,In Stock,3,1,2026-02-02T05:00:00,N
EuroLab,EL-96258,EB-80584,DE,432.20,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
NordAssay,NA-42272,EB-44074,DE,605.33,EUR,2 Wochen,14,1,2026-01-26T06:00:00,N
BioGnostics,BG-36817,EB-38374,DE,200.21,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
BioGnostics,BG-98622,EB-90084,DE,191.08,EUR,Lagernd,5,1,2026-01-31T06:00:00,N
EuroLab,EL-54425,EB-27150,DE,337.75,EUR,Lagernd,3,1,2026-01-28T06:00:00,N
